enhancer_name,enhancer_chrom,enhancer_start,enhancer_end,promoter_name,promoter_chrom,promoter_start,promoter_end,label,enhancer_distance_to_promoter,counts1,counts0
K562|chr16:30412269-30412419,chr16,30412269,30412419,K562|chr16:30414250-30414310,chr16,30414250,30414310,1,1981,,
K562|chr16:30412367-30412457,chr16,30412367,30412457,K562|chr16:30414250-30414310,chr16,30414250,30414310,1,1883,,
K562|chr16:30413282-30413332,chr16,30413282,30413332,K562|chr16:30413544-30413694,chr16,30413544,30413694,1,262,,
K562|chr16:30413410-30413503,chr16,30413410,30413503,K562|chr16:30416589-30416646,chr16,30416589,30416646,1,3179,,
K562|chr16:30628391-30628452,chr16,30628391,30628452,K562|chr16:30763530-30763602,chr16,30763530,30763602,1,135139,,
K562|chr16:30628392-30628452,chr16,30628392,30628452,K562|chr16:30763530-30763622,chr16,30763530,30763622,1,135138,,
K562|chr16:30628394-30628452,chr16,30628394,30628452,K562|chr16:30763530-30763622,chr16,30763530,30763622,1,135136,,
K562|chr16:30805479-30805508,chr16,30805479,30805508,K562|chr16:30799589-30799683,chr16,30799589,30799683,1,5890,,
K562|chr16:30806063-30806152,chr16,30806063,30806152,K562|chr16:30800256-30800313,chr16,30800256,30800313,1,5807,,
K562|chr16:30807465-30807502,chr16,30807465,30807502,K562|chr16:30800310-30800381,chr16,30800310,30800381,1,7155,,
K562|chr16:30807805-30807879,chr16,30807805,30807879,K562|chr16:30800597-30800673,chr16,30800597,30800673,1,7208,,
K562|chr16:30811652-30811722,chr16,30811652,30811722,K562|chr16:30799534-30799554,chr16,30799534,30799554,1,12118,,
K562|chr16:30813543-30813680,chr16,30813543,30813680,K562|chr16:30797611-30797661,chr16,30797611,30797661,1,15932,,
K562|chr16:30813545-30813695,chr16,30813545,30813695,K562|chr16:30797641-30797661,chr16,30797641,30797661,1,15904,,
K562|chr16:30813546-30813676,chr16,30813546,30813676,K562|chr16:30797641-30797661,chr16,30797641,30797661,1,15905,,
K562|chr16:30813546-30813646,chr16,30813546,30813646,K562|chr16:30797611-30797661,chr16,30797611,30797661,1,15935,,
K562|chr16:30813631-30813735,chr16,30813631,30813735,K562|chr16:30797644-30797661,chr16,30797644,30797661,1,15987,,
K562|chr16:30817716-30817822,chr16,30817716,30817822,K562|chr16:30800002-30800029,chr16,30800002,30800029,1,17714,,
K562|chr16:30888454-30888509,chr16,30888454,30888509,K562|chr16:30911790-30911916,chr16,30911790,30911916,1,23336,,
K562|chr16:30888454-30888478,chr16,30888454,30888478,K562|chr16:30911790-30911916,chr16,30911790,30911916,1,23336,,
K562|chr16:31031281-31031362,chr16,31031281,31031362,K562|chr16:31042868-31042993,chr16,31042868,31042993,1,11587,,
K562|chr16:31033596-31033655,chr16,31033596,31033655,K562|chr16:31042246-31042329,chr16,31042246,31042329,1,8650,,
K562|chr16:31033597-31033663,chr16,31033597,31033663,K562|chr16:31042246-31042329,chr16,31042246,31042329,1,8649,,
K562|chr16:50371467-50371509,chr16,50371467,50371509,K562|chr16:47493758-47493866,chr16,47493758,47493866,1,2877709,,
K562|chr16:50371762-50371800,chr16,50371762,50371800,K562|chr16:47500703-47500736,chr16,47500703,47500736,1,2871059,,
K562|chr16:50371975-50372010,chr16,50371975,50372010,K562|chr16:47493803-47493917,chr16,47493803,47493917,1,2878172,,
K562|chr16:53103227-53103279,chr16,53103227,53103279,K562|chr16:4394494-4394579,chr16,4394494,4394579,1,48708733,,
K562|chr16:53103227-53103276,chr16,53103227,53103276,K562|chr16:4394494-4394579,chr16,4394494,4394579,1,48708733,,
K562|chr16:53126521-53126587,chr16,53126521,53126587,K562|chr16:4394487-4394544,chr16,4394487,4394544,1,48732034,,
K562|chr16:53126521-53126579,chr16,53126521,53126579,K562|chr16:4394445-4394480,chr16,4394445,4394480,1,48732076,,
K562|chr16:67270127-67270179,chr16,67270127,67270179,K562|chr16:89753848-89753953,chr16,89753848,89753953,1,22483721,,
K562|chr16:67270135-67270179,chr16,67270135,67270179,K562|chr16:89753848-89753953,chr16,89753848,89753953,1,22483713,,
K562|chr16:67296613-67296631,chr16,67296613,67296631,K562|chr16:67310694-67310844,chr16,67310694,67310844,1,14081,,
K562|chr16:67302624-67302642,chr16,67302624,67302642,K562|chr16:67307628-67307778,chr16,67307628,67307778,1,5004,,
K562|chr16:67302757-67302832,chr16,67302757,67302832,K562|chr16:67309444-67309503,chr16,67309444,67309503,1,6687,,
K562|chr16:67302759-67302838,chr16,67302759,67302838,K562|chr16:67309423-67309492,chr16,67309423,67309492,1,6664,,
K562|chr16:67302760-67302862,chr16,67302760,67302862,K562|chr16:67309423-67309492,chr16,67309423,67309492,1,6663,,
K562|chr16:67302760-67302861,chr16,67302760,67302861,K562|chr16:67309423-67309492,chr16,67309423,67309492,1,6663,,
K562|chr16:67303359-67303382,chr16,67303359,67303382,K562|chr16:67306723-67306828,chr16,67306723,67306828,1,3364,,
K562|chr16:67303693-67303742,chr16,67303693,67303742,K562|chr16:67309191-67309331,chr16,67309191,67309331,1,5498,,
K562|chr16:67303936-67303993,chr16,67303936,67303993,K562|chr16:67309470-67309560,chr16,67309470,67309560,1,5534,,
K562|chr16:67303977-67304025,chr16,67303977,67304025,K562|chr16:67306531-67306604,chr16,67306531,67306604,1,2554,,
K562|chr16:67954747-67954792,chr16,67954747,67954792,K562|chr16:67966488-67966605,chr16,67966488,67966605,1,11741,,
K562|chr16:67954759-67954792,chr16,67954759,67954792,K562|chr16:67966488-67966605,chr16,67966488,67966605,1,11729,,
K562|chr16:67955802-67955938,chr16,67955802,67955938,K562|chr16:67971074-67971095,chr16,67971074,67971095,1,15272,,
K562|chr16:67955802-67955928,chr16,67955802,67955928,K562|chr16:67971074-67971095,chr16,67971074,67971095,1,15272,,
K562|chr16:68179070-68179139,chr16,68179070,68179139,K562|chr16:88728868-88729018,chr16,88728868,88729018,1,20549798,,
K562|chr16:68179070-68179101,chr16,68179070,68179101,K562|chr16:88728868-88729016,chr16,88728868,88729016,1,20549798,,
K562|chr16:69432827-69432915,chr16,69432827,69432915,K562|chr16:69219551-69219613,chr16,69219551,69219613,1,213276,,
K562|chr16:69648932-69648964,chr16,69648932,69648964,K562|chr16:89781622-89781662,chr16,89781622,89781662,1,20132690,,
K562|chr16:69648936-69648966,chr16,69648936,69648966,K562|chr16:89781783-89781930,chr16,89781783,89781930,1,20132847,,
K562|chr16:70440405-70440540,chr16,70440405,70440540,K562|chr16:70283131-70283280,chr16,70283131,70283280,1,157274,,
K562|chr16:70445041-70445110,chr16,70445041,70445110,K562|chr16:70559910-70559991,chr16,70559910,70559991,1,114869,,
K562|chr16:70445080-70445230,chr16,70445080,70445230,K562|chr16:70559910-70559991,chr16,70559910,70559991,1,114830,,
K562|chr16:70449669-70449797,chr16,70449669,70449797,K562|chr16:70322340-70322362,chr16,70322340,70322362,1,127329,,
K562|chr16:70451040-70451141,chr16,70451040,70451141,K562|chr16:4394520-4394556,chr16,4394520,4394556,1,66056520,,
K562|chr16:70451045-70451167,chr16,70451045,70451167,K562|chr16:4394520-4394556,chr16,4394520,4394556,1,66056525,,
K562|chr16:70459303-70459364,chr16,70459303,70459364,K562|chr16:70325584-70325652,chr16,70325584,70325652,1,133719,,
K562|chr16:70461947-70461966,chr16,70461947,70461966,K562|chr16:70282196-70282313,chr16,70282196,70282313,1,179751,,
K562|chr16:70463410-70463495,chr16,70463410,70463495,K562|chr16:70559860-70559898,chr16,70559860,70559898,1,96450,,
K562|chr16:70464348-70464378,chr16,70464348,70464378,K562|chr16:4394800-4394855,chr16,4394800,4394855,1,66069548,,
K562|chr16:70464868-70464945,chr16,70464868,70464945,K562|chr16:70321682-70321755,chr16,70321682,70321755,1,143186,,
K562|chr16:70466525-70466593,chr16,70466525,70466593,K562|chr16:4394451-4394566,chr16,4394451,4394566,1,66072074,,
K562|chr16:70466525-70466560,chr16,70466525,70466560,K562|chr16:4394451-4394566,chr16,4394451,4394566,1,66072074,,
K562|chr16:70466525-70466559,chr16,70466525,70466559,K562|chr16:4394451-4394566,chr16,4394451,4394566,1,66072074,,
K562|chr16:74463068-74463201,chr16,74463068,74463201,K562|chr16:74640358-74640382,chr16,74640358,74640382,1,177290,,
K562|chr16:74463068-74463183,chr16,74463068,74463183,K562|chr16:74640358-74640382,chr16,74640358,74640382,1,177290,,
K562|chr16:74466065-74466215,chr16,74466065,74466215,K562|chr16:74639585-74639679,chr16,74639585,74639679,1,173520,,
K562|chr16:74466534-74466648,chr16,74466534,74466648,K562|chr16:74640306-74640340,chr16,74640306,74640340,1,173772,,
K562|chr16:74468871-74468990,chr16,74468871,74468990,K562|chr16:74637712-74637743,chr16,74637712,74637743,1,168841,,
K562|chr16:74468939-74469089,chr16,74468939,74469089,K562|chr16:74639247-74639392,chr16,74639247,74639392,1,170308,,
K562|chr16:74469010-74469160,chr16,74469010,74469160,K562|chr16:74637712-74637743,chr16,74637712,74637743,1,168702,,
K562|chr16:74474542-74474575,chr16,74474542,74474575,K562|chr16:74637885-74637942,chr16,74637885,74637942,1,163343,,
K562|chr16:74477766-74477916,chr16,74477766,74477916,K562|chr16:70143549-70143608,chr16,70143549,70143608,1,4334217,,
K562|chr16:74477854-74477942,chr16,74477854,74477942,K562|chr16:70143454-70143604,chr16,70143454,70143604,1,4334400,,
K562|chr16:74477930-74477969,chr16,74477930,74477969,K562|chr16:70143450-70143600,chr16,70143450,70143600,1,4334480,,
K562|chr16:74477932-74477974,chr16,74477932,74477974,K562|chr16:70143498-70143603,chr16,70143498,70143603,1,4334434,,
K562|chr16:74478023-74478167,chr16,74478023,74478167,K562|chr16:70143527-70143613,chr16,70143527,70143613,1,4334496,,
K562|chr16:74478059-74478207,chr16,74478059,74478207,K562|chr16:70143467-70143616,chr16,70143467,70143616,1,4334592,,
K562|chr16:74478060-74478210,chr16,74478060,74478210,K562|chr16:70143440-70143590,chr16,70143440,70143590,1,4334620,,
K562|chr16:74478061-74478211,chr16,74478061,74478211,K562|chr16:70143465-70143615,chr16,70143465,70143615,1,4334596,,
K562|chr16:74478068-74478218,chr16,74478068,74478218,K562|chr16:70143466-70143616,chr16,70143466,70143616,1,4334602,,
K562|chr16:74478069-74478219,chr16,74478069,74478219,K562|chr16:70143426-70143576,chr16,70143426,70143576,1,4334643,,
K562|chr16:74478620-74478767,chr16,74478620,74478767,K562|chr16:70142720-70142817,chr16,70142720,70142817,1,4335900,,
K562|chr16:74478647-74478797,chr16,74478647,74478797,K562|chr16:70142766-70142916,chr16,70142766,70142916,1,4335881,,
K562|chr16:74478649-74478799,chr16,74478649,74478799,K562|chr16:70142718-70142868,chr16,70142718,70142868,1,4335931,,
K562|chr16:74478681-74478831,chr16,74478681,74478831,K562|chr16:70142753-70142900,chr16,70142753,70142900,1,4335928,,
K562|chr16:74478682-74478829,chr16,74478682,74478829,K562|chr16:70142753-70142870,chr16,70142753,70142870,1,4335929,,
K562|chr16:74478898-74479048,chr16,74478898,74479048,K562|chr16:70142709-70142859,chr16,70142709,70142859,1,4336189,,
K562|chr16:74478934-74479084,chr16,74478934,74479084,K562|chr16:70142722-70142872,chr16,70142722,70142872,1,4336212,,
K562|chr16:74479020-74479084,chr16,74479020,74479084,K562|chr16:70142722-70142872,chr16,70142722,70142872,1,4336298,,
K562|chr16:75067286-75067335,chr16,75067286,75067335,K562|chr16:47491813-47491902,chr16,47491813,47491902,1,27575473,,
K562|chr16:75067288-75067352,chr16,75067288,75067352,K562|chr16:47491813-47491902,chr16,47491813,47491902,1,27575475,,
K562|chr16:75067288-75067351,chr16,75067288,75067351,K562|chr16:47491813-47491902,chr16,47491813,47491902,1,27575475,,
K562|chr16:75083383-75083465,chr16,75083383,75083465,K562|chr16:47495687-47495802,chr16,47495687,47495802,1,27587696,,
K562|chr16:75546104-75546138,chr16,75546104,75546138,K562|chr16:75497433-75497552,chr16,75497433,75497552,1,48671,,
K562|chr16:75546104-75546135,chr16,75546104,75546135,K562|chr16:75497433-75497552,chr16,75497433,75497552,1,48671,,
K562|chr16:75549896-75549936,chr16,75549896,75549936,K562|chr16:75496318-75496428,chr16,75496318,75496428,1,53578,,
K562|chr16:75549914-75550064,chr16,75549914,75550064,K562|chr16:75497071-75497221,chr16,75497071,75497221,1,52843,,
K562|chr16:75549918-75550068,chr16,75549918,75550068,K562|chr16:75497184-75497334,chr16,75497184,75497334,1,52734,,
K562|chr16:75549927-75550077,chr16,75549927,75550077,K562|chr16:75497061-75497208,chr16,75497061,75497208,1,52866,,
K562|chr16:75549931-75550081,chr16,75549931,75550081,K562|chr16:75497162-75497312,chr16,75497162,75497312,1,52769,,
K562|chr16:75550006-75550156,chr16,75550006,75550156,K562|chr16:75497286-75497436,chr16,75497286,75497436,1,52720,,
K562|chr16:81500288-81500373,chr16,81500288,81500373,K562|chr16:23848819-23848878,chr16,23848819,23848878,1,57651469,,
K562|chr16:81500375-81500525,chr16,81500375,81500525,K562|chr16:23848819-23848878,chr16,23848819,23848878,1,57651556,,
K562|chr16:81571164-81571191,chr16,81571164,81571191,K562|chr16:31723272-31723394,chr16,31723272,31723394,1,49847892,,
K562|chr16:81571165-81571191,chr16,81571165,81571191,K562|chr16:31723271-31723394,chr16,31723271,31723394,1,49847894,,
K562|chr16:81654675-81654715,chr16,81654675,81654715,K562|chr16:81478624-81478774,chr16,81478624,81478774,1,176051,,
K562|chr16:81654681-81654715,chr16,81654681,81654715,K562|chr16:81478624-81478774,chr16,81478624,81478774,1,176057,,
K562|chr16:81664249-81664367,chr16,81664249,81664367,K562|chr16:81478614-81478646,chr16,81478614,81478646,1,185635,,
K562|chr16:84169623-84169713,chr16,84169623,84169713,K562|chr16:4394881-4394941,chr16,4394881,4394941,1,79774742,,
K562|chr16:84169623-84169697,chr16,84169623,84169697,K562|chr16:4394885-4394941,chr16,4394885,4394941,1,79774738,,
K562|chr16:84169630-84169737,chr16,84169630,84169737,K562|chr16:4394881-4394941,chr16,4394881,4394941,1,79774749,,
K562|chr16:85214690-85214825,chr16,85214690,85214825,K562|chr16:85204366-85204423,chr16,85204366,85204423,1,10324,,
K562|chr16:85214690-85214783,chr16,85214690,85214783,K562|chr16:85204366-85204423,chr16,85204366,85204423,1,10324,,
K562|chr16:85215654-85215713,chr16,85215654,85215713,K562|chr16:85203720-85203828,chr16,85203720,85203828,1,11934,,
K562|chr16:85215654-85215696,chr16,85215654,85215696,K562|chr16:85203720-85203828,chr16,85203720,85203828,1,11934,,
K562|chr16:85216465-85216510,chr16,85216465,85216510,K562|chr16:85204560-85204650,chr16,85204560,85204650,1,11905,,
K562|chr16:85216493-85216510,chr16,85216493,85216510,K562|chr16:85204560-85204650,chr16,85204560,85204650,1,11933,,
K562|chr16:85217568-85217648,chr16,85217568,85217648,K562|chr16:85203651-85203680,chr16,85203651,85203680,1,13917,,
K562|chr16:85218931-85219031,chr16,85218931,85219031,K562|chr16:85204673-85204721,chr16,85204673,85204721,1,14258,,
K562|chr16:85219140-85219233,chr16,85219140,85219233,K562|chr16:85204628-85204664,chr16,85204628,85204664,1,14512,,
K562|chr16:85219140-85219231,chr16,85219140,85219231,K562|chr16:85204628-85204664,chr16,85204628,85204664,1,14512,,
K562|chr16:85219263-85219299,chr16,85219263,85219299,K562|chr16:85204778-85204803,chr16,85204778,85204803,1,14485,,
K562|chr16:85219707-85219760,chr16,85219707,85219760,K562|chr16:85203575-85203609,chr16,85203575,85203609,1,16132,,
K562|chr16:85219707-85219759,chr16,85219707,85219759,K562|chr16:85203575-85203609,chr16,85203575,85203609,1,16132,,
K562|chr16:85221238-85221273,chr16,85221238,85221273,K562|chr16:85204147-85204278,chr16,85204147,85204278,1,17091,,
K562|chr16:85221238-85221257,chr16,85221238,85221257,K562|chr16:85204147-85204278,chr16,85204147,85204278,1,17091,,
K562|chr16:85223427-85223507,chr16,85223427,85223507,K562|chr16:85204041-85204077,chr16,85204041,85204077,1,19386,,
K562|chr16:85223427-85223505,chr16,85223427,85223505,K562|chr16:85204041-85204077,chr16,85204041,85204077,1,19386,,
K562|chr16:85223429-85223469,chr16,85223429,85223469,K562|chr16:85204511-85204621,chr16,85204511,85204621,1,18918,,
K562|chr16:85223429-85223468,chr16,85223429,85223468,K562|chr16:85204511-85204621,chr16,85204511,85204621,1,18918,,
K562|chr16:85226122-85226167,chr16,85226122,85226167,K562|chr16:85204236-85204320,chr16,85204236,85204320,1,21886,,
K562|chr16:85226122-85226165,chr16,85226122,85226165,K562|chr16:85204236-85204320,chr16,85204236,85204320,1,21886,,
K562|chr16:85231788-85231864,chr16,85231788,85231864,K562|chr16:85204125-85204185,chr16,85204125,85204185,1,27663,,
K562|chr16:85238611-85238673,chr16,85238611,85238673,K562|chr16:85206652-85206802,chr16,85206652,85206802,1,31959,,
K562|chr16:85238679-85238780,chr16,85238679,85238780,K562|chr16:85649531-85649680,chr16,85649531,85649680,1,410852,,
K562|chr16:85249504-85249526,chr16,85249504,85249526,K562|chr16:85387606-85387627,chr16,85387606,85387627,1,138102,,
K562|chr16:85251221-85251343,chr16,85251221,85251343,K562|chr16:85207497-85207525,chr16,85207497,85207525,1,43724,,
K562|chr16:85251297-85251447,chr16,85251297,85251447,K562|chr16:85207497-85207525,chr16,85207497,85207525,1,43800,,
K562|chr16:85252253-85252309,chr16,85252253,85252309,K562|chr16:85204662-85204706,chr16,85204662,85204706,1,47591,,
K562|chr16:85252253-85252306,chr16,85252253,85252306,K562|chr16:85204662-85204706,chr16,85204662,85204706,1,47591,,
K562|chr16:85262979-85263077,chr16,85262979,85263077,K562|chr16:85205616-85205724,chr16,85205616,85205724,1,57363,,
K562|chr16:85262979-85263021,chr16,85262979,85263021,K562|chr16:85205616-85205724,chr16,85205616,85205724,1,57363,,
K562|chr16:85268199-85268233,chr16,85268199,85268233,K562|chr16:85206232-85206379,chr16,85206232,85206379,1,61967,,
K562|chr16:85270377-85270422,chr16,85270377,85270422,K562|chr16:85205596-85205701,chr16,85205596,85205701,1,64781,,
K562|chr16:85273815-85273846,chr16,85273815,85273846,K562|chr16:85204767-85204917,chr16,85204767,85204917,1,69048,,
K562|chr16:85279696-85279834,chr16,85279696,85279834,K562|chr16:85206462-85206567,chr16,85206462,85206567,1,73234,,
K562|chr16:85279696-85279733,chr16,85279696,85279733,K562|chr16:85206462-85206572,chr16,85206462,85206572,1,73234,,
K562|chr16:85291416-85291470,chr16,85291416,85291470,K562|chr16:85205626-85205690,chr16,85205626,85205690,1,85790,,
K562|chr16:85297666-85297725,chr16,85297666,85297725,K562|chr16:85204235-85204371,chr16,85204235,85204371,1,93431,,
K562|chr16:85300139-85300190,chr16,85300139,85300190,K562|chr16:85650502-85650584,chr16,85650502,85650584,1,350363,,
K562|chr16:85301796-85301851,chr16,85301796,85301851,K562|chr16:85206455-85206538,chr16,85206455,85206538,1,95341,,
K562|chr16:85301833-85301855,chr16,85301833,85301855,K562|chr16:85206455-85206538,chr16,85206455,85206538,1,95378,,
K562|chr16:85312405-85312439,chr16,85312405,85312439,K562|chr16:85206404-85206485,chr16,85206404,85206485,1,106001,,
K562|chr16:85314827-85314914,chr16,85314827,85314914,K562|chr16:85204098-85204134,chr16,85204098,85204134,1,110729,,
K562|chr16:85318897-85318960,chr16,85318897,85318960,K562|chr16:85203666-85203785,chr16,85203666,85203785,1,115231,,
K562|chr16:85318930-85318961,chr16,85318930,85318961,K562|chr16:85203666-85203785,chr16,85203666,85203785,1,115264,,
K562|chr16:85321155-85321254,chr16,85321155,85321254,K562|chr16:85205666-85205722,chr16,85205666,85205722,1,115489,,
K562|chr16:85321155-85321249,chr16,85321155,85321249,K562|chr16:85205666-85205722,chr16,85205666,85205722,1,115489,,
K562|chr16:85324198-85324260,chr16,85324198,85324260,K562|chr16:85205991-85206141,chr16,85205991,85206141,1,118207,,
K562|chr16:85329879-85329910,chr16,85329879,85329910,K562|chr16:84735388-84735500,chr16,84735388,84735500,1,594491,,
K562|chr16:85329882-85329912,chr16,85329882,85329912,K562|chr16:84735388-84735500,chr16,84735388,84735500,1,594494,,
K562|chr16:85332693-85332784,chr16,85332693,85332784,K562|chr16:85642785-85642827,chr16,85642785,85642827,1,310092,,
K562|chr16:85335098-85335181,chr16,85335098,85335181,K562|chr16:85206455-85206550,chr16,85206455,85206550,1,128643,,
K562|chr16:85335264-85335319,chr16,85335264,85335319,K562|chr16:85206455-85206550,chr16,85206455,85206550,1,128809,,
K562|chr16:85338515-85338618,chr16,85338515,85338618,K562|chr16:85642509-85642556,chr16,85642509,85642556,1,303994,,
K562|chr16:85338520-85338666,chr16,85338520,85338666,K562|chr16:85642509-85642556,chr16,85642509,85642556,1,303989,,
K562|chr16:85343907-85343981,chr16,85343907,85343981,K562|chr16:85389782-85389932,chr16,85389782,85389932,1,45875,,
K562|chr16:85343985-85344074,chr16,85343985,85344074,K562|chr16:85207018-85207077,chr16,85207018,85207077,1,136967,,
K562|chr16:85373558-85373639,chr16,85373558,85373639,K562|chr16:85386851-85386881,chr16,85386851,85386881,1,13293,,
K562|chr16:85377186-85377211,chr16,85377186,85377211,K562|chr16:85390053-85390198,chr16,85390053,85390198,1,12867,,
K562|chr16:85382831-85382959,chr16,85382831,85382959,K562|chr16:85649629-85649774,chr16,85649629,85649774,1,266798,,
K562|chr16:85400013-85400060,chr16,85400013,85400060,K562|chr16:85391463-85391547,chr16,85391463,85391547,1,8550,,
K562|chr16:85400184-85400232,chr16,85400184,85400232,K562|chr16:85391895-85392025,chr16,85391895,85392025,1,8289,,
K562|chr16:85400184-85400203,chr16,85400184,85400203,K562|chr16:85391895-85392025,chr16,85391895,85392025,1,8289,,
K562|chr16:85406474-85406518,chr16,85406474,85406518,K562|chr16:85649041-85649114,chr16,85649041,85649114,1,242567,,
K562|chr16:85410587-85410672,chr16,85410587,85410672,K562|chr16:85391650-85391768,chr16,85391650,85391768,1,18937,,
K562|chr16:85410640-85410672,chr16,85410640,85410672,K562|chr16:85391650-85391768,chr16,85391650,85391768,1,18990,,
K562|chr16:85411962-85412112,chr16,85411962,85412112,K562|chr16:85392056-85392104,chr16,85392056,85392104,1,19906,,
K562|chr16:85415781-85415889,chr16,85415781,85415889,K562|chr16:85392244-85392330,chr16,85392244,85392330,1,23537,,
K562|chr16:85415826-85415889,chr16,85415826,85415889,K562|chr16:85392244-85392330,chr16,85392244,85392330,1,23582,,
K562|chr16:85418567-85418624,chr16,85418567,85418624,K562|chr16:85642785-85642835,chr16,85642785,85642835,1,224218,,
K562|chr16:85418826-85418875,chr16,85418826,85418875,K562|chr16:85642785-85642835,chr16,85642785,85642835,1,223959,,
K562|chr16:85421107-85421217,chr16,85421107,85421217,K562|chr16:85205800-85205840,chr16,85205800,85205840,1,215307,,
K562|chr16:85421242-85421260,chr16,85421242,85421260,K562|chr16:85650498-85650647,chr16,85650498,85650647,1,229256,,
K562|chr16:85423333-85423384,chr16,85423333,85423384,K562|chr16:85203365-85203460,chr16,85203365,85203460,1,219968,,
K562|chr16:85427995-85428071,chr16,85427995,85428071,K562|chr16:85392185-85392217,chr16,85392185,85392217,1,35810,,
K562|chr16:85437073-85437154,chr16,85437073,85437154,K562|chr16:85391560-85391610,chr16,85391560,85391610,1,45513,,
K562|chr16:85437628-85437698,chr16,85437628,85437698,K562|chr16:85642343-85642434,chr16,85642343,85642434,1,204715,,
K562|chr16:85450905-85451018,chr16,85450905,85451018,K562|chr16:85643146-85643185,chr16,85643146,85643185,1,192241,,
K562|chr16:85450907-85451018,chr16,85450907,85451018,K562|chr16:85643146-85643185,chr16,85643146,85643185,1,192239,,
K562|chr16:85469970-85469991,chr16,85469970,85469991,K562|chr16:85391485-85391589,chr16,85391485,85391589,1,78485,,
K562|chr16:85474060-85474121,chr16,85474060,85474121,K562|chr16:85650250-85650315,chr16,85650250,85650315,1,176190,,
K562|chr16:85479460-85479561,chr16,85479460,85479561,K562|chr16:85642631-85642701,chr16,85642631,85642701,1,163171,,
K562|chr16:85479481-85479561,chr16,85479481,85479561,K562|chr16:85642631-85642701,chr16,85642631,85642701,1,163150,,
K562|chr16:85485878-85485982,chr16,85485878,85485982,K562|chr16:85391720-85391758,chr16,85391720,85391758,1,94158,,
K562|chr16:85485879-85485982,chr16,85485879,85485982,K562|chr16:85391720-85391758,chr16,85391720,85391758,1,94159,,
K562|chr16:85485880-85485990,chr16,85485880,85485990,K562|chr16:85391720-85391758,chr16,85391720,85391758,1,94160,,
K562|chr16:85489316-85489412,chr16,85489316,85489412,K562|chr16:85642787-85642836,chr16,85642787,85642836,1,153471,,
K562|chr16:85489317-85489412,chr16,85489317,85489412,K562|chr16:85642787-85642836,chr16,85642787,85642836,1,153470,,
K562|chr16:85492523-85492578,chr16,85492523,85492578,K562|chr16:85392405-85392487,chr16,85392405,85392487,1,100118,,
K562|chr16:85492523-85492575,chr16,85492523,85492575,K562|chr16:85392405-85392487,chr16,85392405,85392487,1,100118,,
K562|chr16:85496706-85496779,chr16,85496706,85496779,K562|chr16:85643997-85644094,chr16,85643997,85644094,1,147291,,
K562|chr16:85496706-85496759,chr16,85496706,85496759,K562|chr16:85643997-85644094,chr16,85643997,85644094,1,147291,,
K562|chr16:85566127-85566201,chr16,85566127,85566201,K562|chr16:85391510-85391607,chr16,85391510,85391607,1,174617,,
K562|chr16:85566127-85566180,chr16,85566127,85566180,K562|chr16:85391510-85391607,chr16,85391510,85391607,1,174617,,
K562|chr16:85567839-85567986,chr16,85567839,85567986,K562|chr16:85643225-85643283,chr16,85643225,85643283,1,75386,,
K562|chr16:85568229-85568269,chr16,85568229,85568269,K562|chr16:85392558-85392650,chr16,85392558,85392650,1,175671,,
K562|chr16:85568470-85568528,chr16,85568470,85568528,K562|chr16:85650671-85650748,chr16,85650671,85650748,1,82201,,
K562|chr16:85569891-85569909,chr16,85569891,85569909,K562|chr16:85650708-85650837,chr16,85650708,85650837,1,80817,,
K562|chr16:85573491-85573599,chr16,85573491,85573599,K562|chr16:85640930-85640961,chr16,85640930,85640961,1,67439,,
K562|chr16:85582067-85582176,chr16,85582067,85582176,K562|chr16:85641812-85641875,chr16,85641812,85641875,1,59745,,
K562|chr16:85582067-85582154,chr16,85582067,85582154,K562|chr16:85641812-85641875,chr16,85641812,85641875,1,59745,,
K562|chr16:85588778-85588805,chr16,85588778,85588805,K562|chr16:85648993-85649143,chr16,85648993,85649143,1,60215,,
K562|chr16:85589122-85589157,chr16,85589122,85589157,K562|chr16:85643362-85643477,chr16,85643362,85643477,1,54240,,
K562|chr16:85589123-85589171,chr16,85589123,85589171,K562|chr16:85643362-85643477,chr16,85643362,85643477,1,54239,,
K562|chr16:85589144-85589218,chr16,85589144,85589218,K562|chr16:85640746-85640894,chr16,85640746,85640894,1,51602,,
K562|chr16:85589155-85589242,chr16,85589155,85589242,K562|chr16:85642807-85642867,chr16,85642807,85642867,1,53652,,
K562|chr16:85589157-85589264,chr16,85589157,85589264,K562|chr16:85640936-85640977,chr16,85640936,85640977,1,51779,,
K562|chr16:85589231-85589283,chr16,85589231,85589283,K562|chr16:87901404-87901545,chr16,87901404,87901545,1,2312173,,
K562|chr16:85589354-85589410,chr16,85589354,85589410,K562|chr16:85646152-85646201,chr16,85646152,85646201,1,56798,,
K562|chr16:85589361-85589425,chr16,85589361,85589425,K562|chr16:85642710-85642857,chr16,85642710,85642857,1,53349,,
K562|chr16:85589393-85589528,chr16,85589393,85589528,K562|chr16:85644648-85644669,chr16,85644648,85644669,1,55255,,
K562|chr16:85589435-85589493,chr16,85589435,85589493,K562|chr16:85644754-85644861,chr16,85644754,85644861,1,55319,,
K562|chr16:85589440-85589470,chr16,85589440,85589470,K562|chr16:85641008-85641074,chr16,85641008,85641074,1,51568,,
K562|chr16:85589441-85589520,chr16,85589441,85589520,K562|chr16:85641008-85641074,chr16,85641008,85641074,1,51567,,
